word	n	LineNum	WordCount	SentCount	WordLength	TextType	TextTypeN	Text	Part.of.Speech	Freq.Norm	OLD20	Bigram.Mean
eet	1	10	145	18	3	inf_T2	inf	T2	NA	NA	1.4	2961.6105
eski	1	11	170	23	4	inf_T1	inf	T1	adj	769.461	1.8	3765.104
et	1	2	194	26	2	nar_T1	nar	T1	verb	10585.99	1	13718.673
et	1	12	170	23	2	inf_T1	inf	T1	verb	10585.99	1	13718.673
et	1	14	179	30	2	nar_T3	nar	T3	verb	10585.99	1	13718.673
et	1	10	170	22	2	inf_T3	inf	T3	verb	10585.99	1	13718.673
et	1	3	145	18	2	nar_T2	nar	T2	verb	10585.99	1	13718.673
et	1	3	179	30	2	nar_T3	nar	T3	verb	10585.99	1	13718.673
et	1	17	145	18	2	nar_T2	nar	T2	verb	10585.99	1	13718.673
et	1	9	170	22	2	inf_T3	inf	T3	verb	10585.99	1	13718.673
et	1	8	194	26	2	nar_T1	nar	T1	verb	10585.99	1	13718.673
et	1	12	194	26	2	nar_T1	nar	T1	verb	10585.99	1	13718.673
et	1	9	145	18	2	inf_T2	inf	T2	verb	10585.99	1	13718.673
et	1	13	170	23	2	inf_T1	inf	T1	verb	10585.99	1	13718.673
etobur	1	15	170	23	6	inf_T1	inf	T1	adj	0.541	2.7	3318.32
ev	1	24	179	30	2	nar_T3	nar	T3	noun	976.761	1	2086.078
ev	1	9	179	30	2	nar_T3	nar	T3	noun	976.761	1	2086.078
ev	2	4	194	26	2	nar_T1	nar	T1	noun	976.761	1	2086.078
ev	2	5	145	18	2	nar_T2	nar	T2	noun	976.761	1	2086.078
ev	1	11	145	18	2	nar_T2	nar	T2	noun	976.761	1	2086.078
ev	1	12	145	18	2	nar_T2	nar	T2	noun	976.761	1	2086.078
ev	1	25	179	30	2	nar_T3	nar	T3	noun	976.761	1	2086.078
ev	2	7	145	18	2	nar_T2	nar	T2	noun	976.761	1	2086.078
ev	1	8	145	18	2	nar_T2	nar	T2	noun	976.761	1	2086.078
ev	2	5	179	30	2	nar_T3	nar	T3	noun	976.761	1	2086.078
ev	1	1	145	18	2	nar_T2	nar	T2	noun	976.761	1	2086.078
ev	1	2	179	30	2	nar_T3	nar	T3	noun	976.761	1	2086.078
ev	1	20	194	26	2	nar_T1	nar	T1	noun	976.761	1	2086.078
ev	2	8	179	30	2	nar_T3	nar	T3	noun	976.761	1	2086.078
ev	1	1	179	30	2	nar_T3	nar	T3	noun	976.761	1	2086.078
ev	1	1	194	26	2	nar_T1	nar	T1	noun	976.761	1	2086.078
ev	2	6	194	26	2	nar_T1	nar	T1	noun	976.761	1	2086.078
ev	1	7	194	26	2	nar_T1	nar	T1	noun	976.761	1	2086.078
fakat	1	13	170	23	5	inf_T1	inf	T1	conj	325.054	1.85	8100.16200000001
fakat	1	12	145	18	5	nar_T2	nar	T2	conj	325.054	1.85	8100.16200000001
fakat	1	10	145	18	5	inf_T2	inf	T2	conj	325.054	1.85	8100.16200000001
farklı	1	6	194	26	6	nar_T1	nar	T1	adj	0.073	1.95	9835.1382
farklı	1	8	179	30	6	nar_T3	nar	T3	adj	0.073	1.95	9835.1382
farklı	1	6	170	23	6	inf_T1	inf	T1	adj	0.073	1.95	9835.1382
farklı	2	5	145	18	6	inf_T2	inf	T2	adj	0.073	1.95	9835.1382
form	1	8	170	22	4	inf_T3	inf	T3	noun	111.281	1.75	4657.084
geç	1	21	194	26	3	nar_T1	nar	T1	verb	1734.726	1.25	14944.577
geç	1	25	179	30	3	nar_T3	nar	T3	verb	1734.726	1.25	14944.577
geç	1	12	145	18	3	nar_T2	nar	T2	verb	1734.726	1.25	14944.577
geçir	1	19	194	26	5	nar_T1	nar	T1	verb	666.734	1.6	10643.14425
gel	1	8	179	30	3	nar_T3	nar	T3	verb	3985.392	1	19839.2235
gel	1	2	145	18	3	inf_T2	inf	T2	verb	3985.392	1	19839.2235
gel	1	3	170	23	3	inf_T1	inf	T1	verb	3985.392	1	19839.2235
gel	1	1	194	26	3	nar_T1	nar	T1	verb	3985.392	1	19839.2235
gel	1	6	194	26	3	nar_T1	nar	T1	verb	3985.392	1	19839.2235
gel	1	2	179	30	3	nar_T3	nar	T3	verb	3985.392	1	19839.2235
gel	1	7	145	18	3	nar_T2	nar	T2	verb	3985.392	1	19839.2235
gel	1	19	194	26	3	nar_T1	nar	T1	verb	3985.392	1	19839.2235
geliş	1	8	170	22	5	inf_T3	inf	T3	verb	1123.932	1.65	13910.59825
genellikle	1	3	170	23	10	inf_T1	inf	T1	adv	102.544	3.8	7986.86222222222
genellikle	1	2	145	18	10	inf_T2	inf	T2	adv	102.544	3.8	7986.86222222222
genellikle	1	9	145	18	10	inf_T2	inf	T2	adv	102.544	3.8	7986.86222222222
getir	1	23	194	26	5	nar_T1	nar	T1	verb	1686.852	1.6	11460.714
getir	1	27	179	30	5	nar_T3	nar	T3	verb	1686.852	1.6	11460.714
gibi	1	12	170	23	4	inf_T1	inf	T1	postp	3110.972	1.85	5682.55333333333
gibi	1	13	170	22	4	inf_T3	inf	T3	postp	3110.972	1.85	5682.55333333333
gibi	1	5	145	18	4	inf_T2	inf	T2	postp	3110.972	1.85	5682.55333333333
gibi	1	9	170	22	4	inf_T3	inf	T3	postp	3110.972	1.85	5682.55333333333
gibi	1	5	145	18	4	nar_T2	nar	T2	postp	3110.972	1.85	5682.55333333333
gibi	1	20	170	22	4	inf_T3	inf	T3	postp	3110.972	1.85	5682.55333333333
gibi	1	16	170	23	4	inf_T1	inf	T1	postp	3110.972	1.85	5682.55333333333
gibi	1	4	194	26	4	nar_T1	nar	T1	postp	3110.972	1.85	5682.55333333333
gibi	1	6	170	23	4	inf_T1	inf	T1	postp	3110.972	1.85	5682.55333333333
gibi	1	17	145	18	4	inf_T2	inf	T2	postp	3110.972	1.85	5682.55333333333
gibi	1	4	170	23	4	inf_T1	inf	T1	postp	3110.972	1.85	5682.55333333333
gibi	1	5	179	30	4	nar_T3	nar	T3	postp	3110.972	1.85	5682.55333333333
gir	1	14	145	18	3	nar_T2	nar	T2	verb	1727.477	1.25	23279.302
git	1	4	194	26	3	nar_T1	nar	T1	verb	2008.385	1.15	7475.4985
git	1	15	179	30	3	nar_T3	nar	T3	verb	2008.385	1.15	7475.4985
git	1	13	179	30	3	nar_T3	nar	T3	verb	2008.385	1.15	7475.4985
git	1	5	145	18	3	nar_T2	nar	T2	verb	2008.385	1.15	7475.4985
git	1	10	194	26	3	nar_T1	nar	T1	verb	2008.385	1.15	7475.4985
git	1	5	179	30	3	nar_T3	nar	T3	verb	2008.385	1.15	7475.4985
git	1	12	179	30	3	nar_T3	nar	T3	verb	2008.385	1.15	7475.4985
git	1	12	194	26	3	nar_T1	nar	T1	verb	2008.385	1.15	7475.4985
gitgide	1	8	145	18	7	nar_T2	nar	T2	adv	8.522	3.5	3283.84166666667
gör	1	14	194	26	3	nar_T1	nar	T1	verb	2408.681	1	11281.227
gör	2	28	179	30	3	nar_T3	nar	T3	verb	2408.681	1	11281.227
gör	1	14	145	18	3	nar_T2	nar	T2	verb	2408.681	1	11281.227
gör	1	8	145	18	3	nar_T2	nar	T2	verb	2408.681	1	11281.227
gör	1	18	179	30	3	nar_T3	nar	T3	verb	2408.681	1	11281.227
gör	2	24	194	26	3	nar_T1	nar	T1	verb	2408.681	1	11281.227
göster	1	17	145	18	6	nar_T2	nar	T2	verb	1380.619	2	6853.3046
göster	1	13	145	18	6	nar_T2	nar	T2	verb	1380.619	2	6853.3046
götür	1	1	194	26	5	nar_T1	nar	T1	verb	269.115	1.85	4696.288
götür	1	1	145	18	5	nar_T2	nar	T2	verb	269.115	1.85	4696.288
götür	1	1	179	30	5	nar_T3	nar	T3	verb	269.115	1.85	4696.288
göz	1	17	194	26	3	nar_T1	nar	T1	noun	942.246	1.1	9036.40450000001
göz	1	19	194	26	3	nar_T1	nar	T1	noun	942.246	1.1	9036.40450000001
göz	1	22	179	30	3	nar_T3	nar	T3	noun	942.246	1.1	9036.40450000001
gri	1	5	170	22	3	inf_T3	inf	T3	adj	7.918	1.8	133.2595
gri	1	6	170	23	3	inf_T1	inf	T1	adj	7.918	1.8	133.2595
gülümse	1	14	145	18	7	nar_T2	nar	T2	verb	44.116	2.7	3017.85566666667
gülümse	1	24	194	26	7	nar_T1	nar	T1	verb	44.116	2.7	3017.85566666667
gülümse	1	28	179	30	7	nar_T3	nar	T3	verb	44.116	2.7	3017.85566666667
gün	1	1	145	18	3	nar_T2	nar	T2	noun	2767.71	1.3	7517.6565
gurur	1	1	194	26	5	nar_T1	nar	T1	noun	74.761	1.85	5871.41175
gurur	1	17	145	18	5	nar_T2	nar	T2	noun	74.761	1.85	5871.41175
gurur	1	1	179	30	5	nar_T3	nar	T3	noun	74.761	1.85	5871.41175
haber	1	15	194	26	5	nar_T1	nar	T1	noun	957.38	1.95	8484.18375
haber	1	10	145	18	5	nar_T2	nar	T2	noun	957.38	1.95	8484.18375
haber	1	20	179	30	5	nar_T3	nar	T3	noun	957.38	1.95	8484.18375
hal	1	23	194	26	3	nar_T1	nar	T1	noun	5.415	1	15289.558
hal	1	23	194	26	3	nar_T1	nar	T1	noun	1443.539	1	15289.558
hal	1	23	194	26	3	nar_T1	nar	T1	noun	1.366	1	15289.558
hal	1	23	194	26	3	nar_T1	nar	T1	noun	1.132	1	15289.558
hal	1	11	170	23	3	inf_T1	inf	T1	noun	5.415	1	15289.558
hal	1	11	170	23	3	inf_T1	inf	T1	noun	1443.539	1	15289.558
hal	1	11	170	23	3	inf_T1	inf	T1	noun	1.366	1	15289.558
hal	1	11	170	23	3	inf_T1	inf	T1	noun	1.132	1	15289.558
hal	1	27	179	30	3	nar_T3	nar	T3	noun	5.415	1	15289.558
hal	1	27	179	30	3	nar_T3	nar	T3	noun	1443.539	1	15289.558
hal	1	27	179	30	3	nar_T3	nar	T3	noun	1.366	1	15289.558
hal	1	27	179	30	3	nar_T3	nar	T3	noun	1.132	1	15289.558
hareket	1	10	170	22	7	inf_T3	inf	T3	noun	698.857	2.35	13363.8906666667
hareket	1	9	145	18	7	inf_T2	inf	T2	noun	698.857	2.35	13363.8906666667
hareket	1	13	170	23	7	inf_T1	inf	T1	noun	698.857	2.35	13363.8906666667
hareket	1	10	145	18	7	inf_T2	inf	T2	noun	698.857	2.35	13363.8906666667
hareket	1	12	170	23	7	inf_T1	inf	T1	noun	698.857	2.35	13363.8906666667
hareket	1	9	170	22	7	inf_T3	inf	T3	noun	698.857	2.35	13363.8906666667
harika	1	16	145	18	6	nar_T2	nar	T2	adj	111.52	1.9	12512.8436
hastalan	1	21	179	30	8	nar_T3	nar	T3	verb	14.853	2.75	6959.43028571429
hastalan	1	16	194	26	8	nar_T1	nar	T1	verb	14.853	2.75	6959.43028571429
hatta	1	4	145	18	5	inf_T2	inf	T2	conj	208.024	1.7	7608.3285
hatta	1	5	170	23	5	inf_T1	inf	T1	conj	208.024	1.7	7608.3285
hatta	1	27	179	30	5	nar_T3	nar	T3	conj	208.024	1.7	7608.3285
hatta	1	23	194	26	5	nar_T1	nar	T1	conj	208.024	1.7	7608.3285
havale	1	19	194	26	6	nar_T1	nar	T1	noun	19.054	1.9	7178.874
hayal	1	3	179	30	5	nar_T3	nar	T3	noun	213.83	1.8	11124.1085
hayal	1	3	145	18	5	nar_T2	nar	T2	noun	213.83	1.8	11124.1085
hayal	1	2	194	26	5	nar_T1	nar	T1	noun	213.83	1.8	11124.1085
hayvan	1	9	170	22	6	inf_T3	inf	T3	noun	171.942	1.7	8012.3376
hayvan	1	12	170	23	6	inf_T1	inf	T1	noun	171.942	1.7	8012.3376
hayvan	1	13	170	22	6	inf_T3	inf	T3	noun	171.942	1.7	8012.3376
hazırla	1	5	194	26	7	nar_T1	nar	T1	verb	713.541	1.9	8113.48116666667
hazırla	1	6	179	30	7	nar_T3	nar	T3	verb	713.541	1.9	8113.48116666667
hazırlan	1	6	145	18	8	nar_T2	nar	T2	NA	NA	2.25	7429.787
hem	3	1	170	22	3	inf_T3	inf	T3	conj	1017.995	1.2	7831.7565
hemen	1	9	170	23	5	inf_T1	inf	T1	adv	516.235	1.8	7501.59925
her	1	8	179	30	3	nar_T3	nar	T3	det	2409.527	1	20087.013
her	1	6	194	26	3	nar_T1	nar	T1	det	2409.527	1	20087.013
her	1	7	145	18	3	nar_T2	nar	T2	det	2409.527	1	20087.013
herbivor	1	11	170	22	8	inf_T3	inf	T3	adj	0.087	3.95	6236.13328571428
herhangi	1	13	194	26	8	nar_T1	nar	T1	adj	302.035	3.55	7526.44485714286
herhangi	1	17	179	30	8	nar_T3	nar	T3	adj	302.035	3.55	7526.44485714286
heyecan	1	25	179	30	7	nar_T3	nar	T3	noun	168.073	2.6	4066.1795
heyecan	1	12	145	18	7	nar_T2	nar	T2	noun	168.073	2.6	4066.1795
heyecan	1	21	194	26	7	nar_T1	nar	T1	noun	168.073	2.6	4066.1795
heyecanlan	1	4	145	18	10	nar_T2	nar	T2	verb	0.324	4.3	2730.59066666667
heyecanlan	1	3	194	26	10	nar_T1	nar	T1	verb	0.324	4.3	2730.59066666667
heyecanlan	1	4	179	30	10	nar_T3	nar	T3	verb	0.324	4.3	2730.59066666667
hiç	1	1	194	26	3	nar_T1	nar	T1	adv	760.901	1.6	2837.3505
hiç	1	2	179	30	3	nar_T3	nar	T3	adv	760.901	1.6	2837.3505
hiçbir	1	12	179	30	6	nar_T3	nar	T3	det	549.596	2.7	2011.214
hızla	1	14	145	18	5	inf_T2	inf	T2	adv	0.005	1.6	5006.53475
hızla	1	29	179	30	5	nar_T3	nar	T3	adv	0.005	1.6	5006.53475
hızla	1	25	194	26	5	nar_T1	nar	T1	adv	0.005	1.6	5006.53475
hızlan	1	4	179	30	6	nar_T3	nar	T3	verb	1.194	1.9	6038.449
hızlan	1	4	145	18	6	nar_T2	nar	T2	verb	1.194	1.9	6038.449
hızlan	1	3	194	26	6	nar_T1	nar	T1	verb	1.194	1.9	6038.449
hızlı	1	10	145	18	5	inf_T2	inf	T2	noun	0.226	1.9	2035.27625
hızlı	1	13	170	23	5	inf_T1	inf	T1	noun	0.226	1.9	2035.27625
hızlı	2	15	145	18	5	nar_T2	nar	T2	noun	0.226	1.9	2035.27625
hücre	1	22	170	22	5	inf_T3	inf	T3	noun	108.941	2	2032.67975
iç	1	18	145	18	2	inf_T2	inf	T2	noun	2535.098	1.05	11471.934
iç	2	18	170	23	2	inf_T1	inf	T1	noun	2535.098	1.05	11471.934
iç	1	15	170	22	2	inf_T3	inf	T3	noun	2535.098	1.05	11471.934
içeri	1	14	145	18	5	nar_T2	nar	T2	noun	383.683	1.8	4922.122
için	1	13	145	18	4	inf_T2	inf	T2	postp	6841.068	1.6	9519.99466666667
için	1	8	170	23	4	inf_T1	inf	T1	postp	6841.068	1.6	9519.99466666667
için	1	13	145	18	4	nar_T2	nar	T2	postp	6841.068	1.6	9519.99466666667
için	1	4	194	26	4	nar_T1	nar	T1	postp	6841.068	1.6	9519.99466666667
ile	1	21	170	23	3	inf_T1	inf	T1	postp	5091.653	1	11491.026
ile	1	28	179	30	3	nar_T3	nar	T3	postp	5091.653	1	11491.026
ile	1	6	170	22	3	inf_T3	inf	T3	postp	5091.653	1	11491.026
ile	1	7	145	18	3	inf_T2	inf	T2	postp	5091.653	1	11491.026
ile	1	15	170	22	3	inf_T3	inf	T3	postp	5091.653	1	11491.026
ile	1	22	170	22	3	inf_T3	inf	T3	postp	5091.653	1	11491.026
ile	1	12	145	18	3	inf_T2	inf	T2	postp	5091.653	1	11491.026
ile	1	26	179	30	3	nar_T3	nar	T3	postp	5091.653	1	11491.026
ile	1	22	170	23	3	inf_T1	inf	T1	postp	5091.653	1	11491.026
ile	1	4	194	26	3	nar_T1	nar	T1	postp	5091.653	1	11491.026
ilgili	1	22	194	26	6	nar_T1	nar	T1	noun	1011.416	2.2	6596.2174
ilgili	1	26	179	30	6	nar_T3	nar	T3	noun	1011.416	2.2	6596.2174
ise	1	25	179	30	3	nar_T3	nar	T3	NA	NA	1.55	3078.619
ise	1	7	170	22	3	inf_T3	inf	T3	NA	NA	1.55	3078.619
istiridye	1	16	170	23	9	inf_T1	inf	T1	noun	1.684	3.85	3789.180125
istiridye	1	13	170	22	9	inf_T3	inf	T3	noun	1.684	3.85	3789.180125
kabuk	1	18	170	23	5	inf_T1	inf	T1	noun	36.236	1.7	11071.104
kabuklu	1	17	145	18	7	inf_T2	inf	T2	adj	0.433	2.05	7785.7385
kabuklu	1	18	145	18	7	inf_T2	inf	T2	adj	0.433	2.05	7785.7385
kabuklular	1	15	170	22	10	inf_T3	inf	T3	noun	0.044	4	5235.34155555555
kadar	1	1	194	26	5	nar_T1	nar	T1	postp	2822.285	1.55	15886.9075
kadar	1	2	170	22	5	inf_T3	inf	T3	postp	2822.285	1.55	15886.9075
kadar	1	2	179	30	5	nar_T3	nar	T3	postp	2822.285	1.55	15886.9075
kahverengi	1	5	145	18	10	inf_T2	inf	T2	adj	9.803	4.75	6067.89411111111
kal	1	21	170	22	3	inf_T3	inf	T3	noun	7.452	1	24357.3425
kal	1	21	170	22	3	inf_T3	inf	T3	noun	10.328	1	24357.3425
kal	1	21	170	22	3	inf_T3	inf	T3	verb	2007.797	1	24357.3425
kal	1	20	194	26	3	nar_T1	nar	T1	noun	7.452	1	24357.3425
kal	1	20	194	26	3	nar_T1	nar	T1	noun	10.328	1	24357.3425
kal	1	20	194	26	3	nar_T1	nar	T1	verb	2007.797	1	24357.3425
kalbi	1	29	179	30	5	nar_T3	nar	T3	adj	16.954	1.95	12670.05825
kalma	1	24	179	30	5	nar_T3	nar	T3	adj	16.676	1.3	13198.0915
kalp	1	15	145	18	4	nar_T2	nar	T2	noun	234.171	1.55	16343.9633333333
kalp	1	6	145	18	4	inf_T2	inf	T2	noun	234.171	1.55	16343.9633333333
kalp	1	19	170	22	4	inf_T3	inf	T3	noun	234.171	1.55	16343.9633333333
kalp	1	25	194	26	4	nar_T1	nar	T1	noun	234.171	1.55	16343.9633333333
kalp	1	20	170	23	4	inf_T1	inf	T1	noun	234.171	1.55	16343.9633333333
kapı	2	14	194	26	4	nar_T1	nar	T1	noun	354.058	1.35	16791.8963333333
kapı	1	14	145	18	4	nar_T2	nar	T2	noun	354.058	1.35	16791.8963333333
kapı	1	13	145	18	4	nar_T2	nar	T2	noun	354.058	1.35	16791.8963333333
kapı	1	18	179	30	4	nar_T3	nar	T3	noun	354.058	1.35	16791.8963333333
kapı	1	27	179	30	4	nar_T3	nar	T3	noun	354.058	1.35	16791.8963333333
kapı	1	23	194	26	4	nar_T1	nar	T1	noun	354.058	1.35	16791.8963333333
kapı	1	10	145	18	4	nar_T2	nar	T2	noun	354.058	1.35	16791.8963333333
kapı	1	19	179	30	4	nar_T3	nar	T3	noun	354.058	1.35	16791.8963333333
kardeş	1	23	179	30	6	nar_T3	nar	T3	noun	257.171	2	15437.9884
kardeş	1	21	179	30	6	nar_T3	nar	T3	noun	257.171	2	15437.9884
kardeş	1	8	194	26	6	nar_T1	nar	T1	noun	257.171	2	15437.9884
kardeş	1	14	145	18	6	nar_T2	nar	T2	noun	257.171	2	15437.9884
kardeş	1	9	145	18	6	nar_T2	nar	T2	noun	257.171	2	15437.9884
kardeş	1	18	194	26	6	nar_T1	nar	T1	noun	257.171	2	15437.9884
kardeş	1	16	194	26	6	nar_T1	nar	T1	noun	257.171	2	15437.9884
kardeş	1	28	179	30	6	nar_T3	nar	T3	noun	257.171	2	15437.9884
kardeş	1	10	179	30	6	nar_T3	nar	T3	noun	257.171	2	15437.9884
kardeş	1	19	194	26	6	nar_T1	nar	T1	noun	257.171	2	15437.9884
kardeş	1	2	145	18	6	nar_T2	nar	T2	noun	257.171	2	15437.9884
kardeş	1	24	194	26	6	nar_T1	nar	T1	noun	257.171	2	15437.9884
kardeş	1	13	145	18	6	nar_T2	nar	T2	noun	257.171	2	15437.9884
karnivor	1	12	170	22	8	inf_T3	inf	T3	adj	0.044	3.55	9786.78257142857
karşı	1	13	145	18	5	inf_T2	inf	T2	postp	916.676	1.7	18234.83075
karşı	1	6	170	22	5	inf_T3	inf	T3	postp	916.676	1.7	18234.83075
karşı	1	24	194	26	5	nar_T1	nar	T1	postp	916.676	1.7	18234.83075
karşı	1	5	170	22	5	inf_T3	inf	T3	postp	916.676	1.7	18234.83075
kavuş	1	8	170	22	5	inf_T3	inf	T3	verb	136.892	1.6	10741.1385
kaygı	1	21	194	26	5	nar_T1	nar	T1	noun	107.765	1.7	12400.535
kaygı	1	24	179	30	5	nar_T3	nar	T3	noun	107.765	1.7	12400.535
kazan	1	1	194	26	5	nar_T1	nar	T1	verb	991.053	1.25	16505.63925
kazan	1	1	145	18	5	nar_T2	nar	T2	verb	991.053	1.25	16505.63925
kazan	1	1	179	30	5	nar_T3	nar	T3	verb	991.053	1.25	16505.63925
kendi	1	1	194	26	5	nar_T1	nar	T1	pron	2961.969	1.9	10018.24175
kendi	1	7	170	23	5	inf_T1	inf	T1	pron	2961.969	1.9	10018.24175
kendi	1	12	145	18	5	inf_T2	inf	T2	pron	2961.969	1.9	10018.24175
kendi	1	6	170	22	5	inf_T3	inf	T3	pron	2961.969	1.9	10018.24175
kendi	2	10	170	23	5	inf_T1	inf	T1	pron	2961.969	1.9	10018.24175
kendi	1	8	170	23	5	inf_T1	inf	T1	pron	2961.969	1.9	10018.24175
kendi	2	14	145	18	5	inf_T2	inf	T2	pron	2961.969	1.9	10018.24175
kendi	1	10	194	26	5	nar_T1	nar	T1	pron	2961.969	1.9	10018.24175
kendi	1	13	145	18	5	inf_T2	inf	T2	pron	2961.969	1.9	10018.24175
kendi	1	2	179	30	5	nar_T3	nar	T3	pron	2961.969	1.9	10018.24175
kendi	1	7	170	22	5	inf_T3	inf	T3	pron	2961.969	1.9	10018.24175
kerem	1	16	145	18	5	nar_T2	nar	T2	noun	24.91	1.75	14627.2555
kerem	2	17	145	18	5	nar_T2	nar	T2	noun	24.91	1.75	14627.2555
kerem	1	30	179	30	5	nar_T3	nar	T3	noun	24.91	1.75	14627.2555
kerem	1	1	194	26	5	nar_T1	nar	T1	noun	24.91	1.75	14627.2555
kerem	1	5	145	18	5	nar_T2	nar	T2	noun	24.91	1.75	14627.2555
kerem	1	1	145	18	5	nar_T2	nar	T2	noun	24.91	1.75	14627.2555
kerem	1	1	179	30	5	nar_T3	nar	T3	noun	24.91	1.75	14627.2555
ki	1	27	179	30	2	nar_T3	nar	T3	conj	1595.14	1.4	7463.287
ki	1	23	194	26	2	nar_T1	nar	T1	conj	1595.14	1.4	7463.287
ki	1	13	145	18	2	nar_T2	nar	T2	conj	1595.14	1.4	7463.287
kilometre	1	2	170	22	9	inf_T3	inf	T3	noun	106.677	2.85	3907.232875
kimi	1	7	170	22	4	inf_T3	inf	T3	pron	107.488	1.7	4339.28833333333
kimse	1	8	145	18	5	nar_T2	nar	T2	noun	462.4	2	3981.53725
kimse	1	7	194	26	5	nar_T1	nar	T1	noun	462.4	2	3981.53725
